2011,Jun,12,169
2011,Oct,24,8
2013,Feb,14,10
2015,Jun,14,15
2015,Sep,26,3
2014,May,26,5
2014,May,72,8
2012,Aug,14,5
2012,Jul,11,64
2012,Feb,23,3
2012,Jun,26,5
2012,Jul,44,1
2011,Oct,44,6
2015,May,33,27
2015,Dec,32,18
2014,Jan,44,2
2012,Feb,25,6
2012,May,32,41
2011,Nov,24,13
2015,Feb,51,2
2015,Aug,31,2
2015,Jul,22,6
2015,May,71,5
2015,Sep,51,1
2015,Oct,44,1
2014,May,14,12
2014,Jan,23,5
2011,Feb,42,7
2015,Jul,21,46
2015,Dec,28,1
2012,May,14,17
2012,Apr,23,4
2013,Jun,14,17
2015,Dec,24,69
2014,Aug,32,30
2011,Sep,14,10
2013,Jul,33,34
2015,Sep,32,23
2015,Jun,71,7
2015,Jan,16,2
2015,Aug,85,1
2012,Jul,24,10
2012,Apr,13,9
2013,Mar,12,158
2014,May,21,52
2014,Oct,13,12
2012,Jul,42,17
2013,Mar,26,9
2013,Jan,13,6
2014,Feb,61,1
2013,Jun,26,2
2013,Feb,24,8
2013,May,13,12
2014,Aug,21,84
2013,Nov,43,15
2015,Mar,15,4
2015,Mar,45,3
2011,Nov,26,10
2013,Sep,15,8
2015,Nov,32,23
